,td-hm_ViTPose-base_3xb128-210e-f0_gm-256x192,td-hm_ViTPose-base_3xb128-210e-f1_gm-256x192,td-hm_ViTPose-base_3xb128-210e-f2_gm-256x192,td-hm_ViTPose-base_3xb128-210e-f3_gm-256x192,td-hm_ViTPose-base_3xb128-210e-f4_gm-256x192,td-hm_ViTPose-base_3xb128-210e-f5_gm-256x192,td-hm_ViTPose-base_3xb128-210e-f6_gm-256x192,td-hm_ViTPose-base_3xb128-210e-f7_gm-256x192,td-hm_ViTPose-base_3xb128-210e-f8_gm-256x192,td-hm_ViTPose-base_3xb128-210e-f9_gm-256x192,td-hm_ViTPose-base_3xb128-210e-f10_gm-256x192,td-hm_ViTPose-base_3xb128-210e-f11_gm-256x192,td-hm_ViTPose-base_3xb128-210e-f12_gm-256x192,td-hm_ViTPose-base-simple_3xb128-210e-f0_gm-256x192,td-hm_ViTPose-base-simple_3xb128-210e-f1_gm-256x192,td-hm_ViTPose-base-simple_3xb128-210e-f2_gm-256x192,td-hm_ViTPose-base-simple_3xb128-210e-f3_gm-256x192,td-hm_ViTPose-base-simple_3xb128-210e-f4_gm-256x192,td-hm_ViTPose-base-simple_3xb128-210e-f5_gm-256x192,td-hm_ViTPose-base-simple_3xb128-210e-f6_gm-256x192,td-hm_ViTPose-base-simple_3xb128-210e-f7_gm-256x192,td-hm_ViTPose-base-simple_3xb128-210e-f8_gm-256x192,td-hm_ViTPose-base-simple_3xb128-210e-f9_gm-256x192,td-hm_ViTPose-base-simple_3xb128-210e-f10_gm-256x192,td-hm_ViTPose-base-simple_3xb128-210e-f11_gm-256x192,td-hm_ViTPose-base-simple_3xb128-210e-f12_gm-256x192
@0.1/Pel PCKh,0.2595764929812039,0.2850344991672615,0.2676659528907923,0.27075898167975254,0.2636212229359981,0.2693314299310017,0.23744944087556508,0.2502974066143231,0.258148941232453,0.23673566500118962,0.2474423031168213,0.2505353319057816,0.26147989531287175,0.28669997620747084,0.3076374018558173,0.3033547466095646,0.3271472757554128,0.27099690697121104,0.2607661194384963,0.2607661194384963,0.2660004758505829,0.27147275755412803,0.24672852724244587,0.27765881513204854,0.2610040447299548,0.19605044016178919
@0.1/Hip PCKh,0.13597430406852248,0.1319295741137283,0.149060195098739,0.1766595289079229,0.17475612657625506,0.1835593623602189,0.1111111111111111,0.12110397335236736,0.10516297882464906,0.09017368546276469,0.1165833928146562,0.09980965976683322,0.09088746133714014,0.16083749702593386,0.1887937187723055,0.17118724720437783,0.19926243159647872,0.16547704020937426,0.1676183678325006,0.15096359743040685,0.12157982393528433,0.10016654770402093,0.10218891268141803,0.13942422079467048,0.10135617416131334,0.17178206043302402
@0.1/Knee PCKh,0.7101475136807043,0.742624315964787,0.7192481560789912,0.7351891506067095,0.7213894837021175,0.7225791101594099,0.7027123483226267,0.7306090887461337,0.7110992148465383,0.7346538187009279,0.721151558410659,0.7089578872234118,0.6676183678325006,0.7240066619081609,0.7341184867951464,0.7176421603616465,0.7329883416607186,0.7240661432310255,0.7242445871996194,0.7218058529621699,0.7196645253390436,0.7362598144182726,0.7171068284558649,0.7167499405186771,0.7004520580537712,0.3993576017130621
@0.1/Ank PCKh,0.9544373066857006,0.9596716630977873,0.9549131572686177,0.9480133238163218,0.922257911015941,0.9580656673804425,0.9538424934570545,0.9276112300737568,0.943730668570069,0.9248750892219844,0.9457530335474661,0.9540804187485129,0.9462883654532477,0.9608612895550797,0.9606828455864859,0.9588984059005472,0.9585415179633595,0.9522364977397098,0.957351891506067,0.9588389245776825,0.9578872234118487,0.9459909588389246,0.9602664763264335,0.9591363311920057,0.9452177016416845,0.7538068046633357
@0.1/Foot PCKh,0.9752557696883178,0.9704972638591483,0.9732334047109208,0.9729954794194623,0.974779919105401,0.9650249821556032,0.9703783012134191,0.9702593385676898,0.9701403759219605,0.9616940280751844,0.9525339043540328,0.9396859386152748,0.8906733285748274,0.9757316202712348,0.9700214132762313,0.973828217939567,0.975255769688318,0.9513442778967405,0.9651439448013324,0.9690697121103973,0.9613371401379966,0.9602664763264335,0.9507494646680943,0.9380204615750655,0.9089935760171306,0.5030930287889603
@0.1/PCKh,0.7256393216667896,0.742605856243898,0.7458465627999703,0.7096080796147252,0.7247368464233265,0.7442877419248977,0.7262382370556334,0.7186246277289619,0.7129800552971195,0.7077703118462182,0.7047921435427896,0.7186902622921231,0.7027410634440097,0.7163848482610943,0.7316612928368078,0.7246794161805606,0.7324078859927637,0.7337615988579584,0.7267551092405261,0.7309146996808519,0.7229154872956098,0.7231041866646977,0.7135297447635925,0.7265089796286726,0.706121243446799,0.403824854168205
@0.5/Head PCK,0.9938139424220794,0.9942897930049964,0.9938139424220794,0.9938139424220794,0.9942897930049964,0.9935760171306209,0.9935760171306209,0.9940518677135379,0.9940518677135379,0.9942897930049964,0.9942897930049964,0.9940518677135379,0.9940518677135379,0.9935760171306209,0.9935760171306209,0.9938139424220794,0.9935760171306209,0.9935760171306209,0.9935760171306209,0.9935760171306209,0.9935760171306209,0.9940518677135379,0.9940518677135379,0.9942897930049964,0.9952414941708304,0.9973828217939567
@0.5/Eye PCK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
@0.5/Neck PCK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
@0.5/Sho PCK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998810373542708
@0.5/Elb PCK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999405186771354,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9989293361884368
@0.5/Wri PCK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9644301689269569
@0.5/Hand PCK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9991672614798953,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9388532000951701
@0.5/Pel PCK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
@0.5/Hip PCK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
@0.5/Knee PCK,0.9999405186771354,0.9999405186771354,0.9999405186771354,0.9999405186771354,1.0,1.0,0.9999405186771354,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999405186771354,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996431120628123
@0.5/Ank PCK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9989293361884368
@0.5/Foot PCK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9997620747085415,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9914346895074946
@0.5/PCK,0.9997784833493317,0.999794891990122,0.9997784833493317,0.9997784833493317,0.9998030963105171,0.9997784833493317,0.9997702790289367,0.999794891990122,0.999794891990122,0.9998030963105171,0.9998030963105171,0.999794891990122,0.9997128487861708,0.9997784833493317,0.9997784833493317,0.9997866876697269,0.9997784833493317,0.9997702790289367,0.9997784833493317,0.9997784833493317,0.9997784833493317,0.999794891990122,0.999794891990122,0.9998030963105171,0.9998359135920976,0.9898430513508414
@0.5/Head PCKh,0.9191054009041161,0.9191054009041161,0.9191054009041161,0.9191054009041161,0.9191054009041161,0.9191054009041161,0.9191054009041161,0.9191054009041161,0.9191054009041161,0.9191054009041161,0.9183916250297407,0.9181536997382822,0.9181536997382822,0.9191054009041161,0.9191054009041161,0.9191054009041161,0.9191054009041161,0.9191054009041161,0.9191054009041161,0.9191054009041161,0.9191054009041161,0.9191054009041161,0.9191054009041161,0.9188674756126576,0.9183916250297407,0.9188674756126576
@0.5/Eye PCKh,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9983345229597906
@0.5/Neck PCKh,0.9992862241256245,0.9992862241256245,0.9992862241256245,0.999524149417083,0.999524149417083,0.9992862241256245,0.999524149417083,0.999524149417083,0.999524149417083,0.999524149417083,0.999524149417083,0.9992862241256245,0.9997620747085415,0.999524149417083,0.999524149417083,0.999524149417083,0.999524149417083,0.9992862241256245,0.999524149417083,0.999524149417083,0.9992862241256245,0.9992862241256245,0.9992862241256245,0.999524149417083,0.999524149417083,0.9997620747085415
@0.5/Sho PCKh,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998810373542708,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9984534856055198
@0.5/Elb PCKh,1.0,0.9998215560314061,0.9998810373542708,0.9998215560314061,0.9998215560314062,1.0,0.9997620747085416,0.9998810373542708,0.9999405186771354,0.9998810373542708,0.9999405186771354,0.9998215560314062,0.9991077801570306,0.9999405186771354,0.9999405186771354,0.9998215560314062,0.9997620747085415,1.0,0.9999405186771354,0.9997620747085416,0.9998810373542708,0.9999405186771354,1.0,1.0,0.9998215560314061,0.9895907684986913
@0.5/Wri PCKh,0.9998215560314061,0.9998215560314061,0.9998215560314061,0.9997620747085415,0.9997620747085416,0.9997025933856769,0.9998215560314061,0.9998215560314061,0.9998810373542708,0.9997620747085416,0.9997620747085416,0.9997620747085416,0.9994646680942184,0.9997620747085416,0.9998215560314062,0.9998215560314061,0.9997620747085416,0.9997620747085416,0.9997025933856769,0.9996431120628122,0.9997025933856769,0.9997620747085416,0.9997025933856769,0.9997025933856769,0.9996431120628122,0.9410540090411611
@0.5/Hand PCKh,0.999524149417083,0.9994051867713538,0.999524149417083,0.9994051867713538,0.9992862241256246,0.9992862241256246,0.9994051867713538,0.9994051867713538,0.9994051867713538,0.9992862241256246,0.9994051867713538,0.9991672614798953,0.9953604568165596,0.9994051867713538,0.9996431120628122,0.9994051867713538,0.9994051867713538,0.9992862241256246,0.999524149417083,0.9994051867713538,0.9992862241256246,0.9994051867713538,0.9994051867713538,0.9991672614798953,0.9980965976683321,0.8731858196526291
@0.5/Pel PCKh,0.9976207470854151,0.9992862241256245,0.9990482988341661,0.9990482988341661,0.9990482988341661,0.999524149417083,0.999524149417083,0.999524149417083,0.9983345229597906,0.9916726147989531,0.9954794194622888,0.9952414941708304,0.9897692124672852,0.9983345229597906,0.9992862241256245,0.9992862241256245,0.9997620747085415,0.9990482988341661,0.999524149417083,0.9992862241256245,0.9997620747085415,0.9992862241256245,0.9964311206281228,0.9988103735427076,0.9973828217939567,0.9702593385676898
@0.5/Hip PCKh,0.9997620747085415,0.9997620747085415,0.9997620747085415,0.9997620747085415,0.9998810373542708,0.9998810373542708,0.9997620747085415,0.9992862241256245,0.9997620747085415,0.9994051867713538,0.999524149417083,0.9991672614798953,0.9985724482512491,0.999524149417083,0.9998810373542708,0.9997620747085415,0.9997620747085415,0.9997620747085415,0.9997620747085415,0.9996431120628122,0.999524149417083,0.9991672614798953,0.9996431120628122,0.999524149417083,0.9994051867713538,0.9982155603140614
@0.5/Knee PCKh,0.9981560789911968,0.9982750416369259,0.9981560789911968,0.9983345229597906,0.9980371163454675,0.9983345229597906,0.9978586723768738,0.9982155603140614,0.9979181536997384,0.9984534856055199,0.998275041636926,0.9982155603140614,0.9972043778253628,0.9981560789911968,0.998275041636926,0.9982155603140614,0.9981560789911968,0.9983345229597906,0.9980371163454675,0.9983345229597906,0.9983345229597906,0.9985129669283845,0.998275041636926,0.998275041636926,0.9977397097311445,0.9937544610992148
@0.5/Ank PCKh,0.9998810373542708,0.9998810373542708,0.9998810373542708,0.9998810373542708,0.9998810373542708,0.9998810373542708,0.9998810373542708,0.9998810373542708,0.9998810373542708,0.9998810373542708,0.9998810373542708,0.9998810373542708,0.9995836307399476,0.9998810373542708,0.9998215560314062,0.9998810373542708,0.9998810373542708,0.9998215560314062,0.9998810373542708,0.9998810373542708,0.9998810373542708,0.9998810373542708,0.9998810373542708,0.9998810373542708,0.9998215560314062,0.988698548655722
@0.5/Foot PCKh,0.9998810373542708,0.9996431120628122,0.9998810373542708,0.9998810373542708,0.9998810373542708,0.9996431120628122,0.9996431120628122,0.9998810373542708,0.9997620747085415,0.9996431120628122,0.9996431120628122,0.9994051867713538,0.9961931953366643,0.9998810373542708,0.9998810373542708,0.9998810373542708,0.9998810373542708,0.9996431120628122,0.9996431120628122,0.9998810373542708,0.9996431120628122,0.9997620747085415,0.9996431120628122,0.999524149417083,0.9985724482512491,0.9147037830121342
@0.5/PCKh,0.9967510891235325,0.9967757020847179,0.996783906405113,0.9967921107255081,0.9967510891235325,0.9968003150459033,0.9967264761623472,0.9967757020847179,0.9967346804827423,0.9965131638320741,0.9966198199972106,0.9965131638320741,0.995487623782684,0.9967428848031374,0.9968331323274837,0.9967921107255081,0.996783906405113,0.996775702084718,0.9967674977643228,0.9967674977643228,0.9967674977643228,0.9967839064051129,0.9966772502399764,0.9967264761623472,0.9963983033465424,0.9692091855571142
data_time,0.653673605485396,0.4358803792433305,0.47204750234430487,0.4426235285672275,0.4841738614169034,0.4537524310025302,0.4966600808230313,0.47866704247214575,0.4237792058424516,0.4767649390480735,0.4450521469116211,0.41990499062971637,0.4766167944127863,0.48043621670116077,0.4804043769836426,0.43193171241066675,0.4619693972847678,0.4921819513494318,0.47558938373218884,0.49481203339316626,0.47752003236250445,0.4875252897089178,0.46357016129927203,0.4555998715487393,0.4706638076088645,0.4789362170479514
